2020-05-31 15:05:486 INFO  BrowserSelector :24 - Chrome browser is Launching
2020-05-31 15:05:492 INFO  BrowserSelector :37 - Browser is not available
2020-05-31 15:05:338 INFO  HomePage :23 - Clicking on login button Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Login')]'
2020-05-31 15:05:71 INFO  BrowserSelector :24 - Chrome browser is Launching
2020-05-31 15:05:72 INFO  BrowserSelector :37 - Browser is not available
2020-05-31 15:05:340 INFO  HomePage :23 - Clicking on login button Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Login')]'
2020-05-31 15:05:212 INFO  BrowserSelector :24 - Chrome browser is Launching
2020-05-31 15:05:213 INFO  BrowserSelector :37 - Browser is not available
2020-05-31 15:05:208 INFO  HomePage :23 - Clicking on login button Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Login')]'
2020-05-31 15:05:474 INFO  BrowserSelector :24 - Chrome browser is Launching
2020-05-31 15:05:475 INFO  BrowserSelector :37 - Browser is not available
2020-05-31 15:05:620 INFO  HomePage :23 - Clicking on login button Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Login')]'
2020-05-31 15:05:891 INFO  BrowserSelector :24 - Chrome browser is Launching
2020-05-31 15:05:892 INFO  BrowserSelector :37 - Browser is not available
2020-05-31 15:05:381 INFO  BrowserSelector :24 - Chrome browser is Launching
2020-05-31 15:05:388 INFO  BrowserSelector :37 - Browser is not available
2020-05-31 15:05:469 INFO  HomePage :23 - Clicking on login button Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Login')]'
2020-05-31 15:05:764 INFO  BrowserSelector :24 - Chrome browser is Launching
2020-05-31 15:05:770 INFO  BrowserSelector :37 - Browser is not available
2020-05-31 15:05:858 INFO  HomePage :23 - Clicking on login button Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Login')]'
2020-05-31 16:05:730 INFO  BrowserSelector :30 - Chrome browser is Launching
2020-05-31 16:05:736 INFO  BrowserSelector :43 - Browser is not available
2020-05-31 16:05:116 INFO  HomePage :31 - Clicking on login button Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Login')]'
2020-05-31 16:05:783 INFO  BrowserSelector :30 - Chrome browser is Launching
2020-05-31 16:05:796 INFO  BrowserSelector :43 - Browser is not available
2020-05-31 16:05:648 INFO  HomePage :31 - Clicking on login button Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Login')]'
2020-05-31 16:05:288 INFO  BrowserSelector :30 - Chrome browser is Launching
2020-05-31 16:05:293 INFO  BrowserSelector :43 - Browser is not available
2020-05-31 16:05:361 INFO  HomePage :31 - Clicking on login button Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Login')]'
2020-05-31 16:05:667 INFO  BrowserSelector :30 - Chrome browser is Launching
2020-05-31 16:05:675 INFO  BrowserSelector :43 - Browser is not available
2020-05-31 16:05:265 INFO  HomePage :31 - Clicking on login button Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Login')]'
2020-05-31 16:05:78 INFO  BrowserSelector :30 - Chrome browser is Launching
2020-05-31 16:05:84 INFO  BrowserSelector :43 - Browser is not available
2020-05-31 16:05:01 INFO  HomePage :31 - Clicking on login button Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Login')]'
2020-05-31 17:05:510 INFO  BrowserSelector :30 - Chrome browser is Launching
2020-05-31 17:05:517 INFO  BrowserSelector :43 - Browser is not available
2020-05-31 17:05:357 INFO  HomePage :31 - Clicking on login button Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Login')]'
2020-05-31 17:05:338 INFO  BrowserSelector :30 - Chrome browser is Launching
2020-05-31 17:05:345 INFO  BrowserSelector :43 - Browser is not available
2020-05-31 17:05:925 INFO  HomePage :31 - Clicking on login button Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Login')]'
2020-05-31 17:05:301 INFO  BrowserSelector :30 - Chrome browser is Launching
2020-05-31 17:05:309 INFO  BrowserSelector :43 - Browser is not available
2020-05-31 17:05:780 INFO  BrowserSelector :30 - Chrome browser is Launching
2020-05-31 17:05:787 INFO  BrowserSelector :43 - Browser is not available
2020-05-31 17:05:661 INFO  BrowserSelector :30 - Chrome browser is Launching
2020-05-31 17:05:669 INFO  BrowserSelector :43 - Browser is not available
2020-05-31 17:05:183 INFO  HomePage :31 - Clicking on login button Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Login')]'
2020-05-31 17:05:248 INFO  BrowserSelector :30 - Chrome browser is Launching
2020-05-31 17:05:254 INFO  BrowserSelector :43 - Browser is not available
2020-05-31 18:05:21 INFO  BrowserSelector :30 - Chrome browser is Launching
2020-05-31 18:05:22 INFO  BrowserSelector :43 - Browser is not available
2020-05-31 18:05:129 INFO  BrowserSelector :30 - Chrome browser is Launching
2020-05-31 18:05:136 INFO  BrowserSelector :43 - Browser is not available
